Name,Description,Image,DNA,edition,Date,Artist,Type,Accessories,Manufacturer,Compiler,Developer
CSM #939,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/939,b1fcce6e54b2cc5864ad70c3786504f0e02ae09a,939,1635280574662,alwoenie,Male Humanoid,"Amish_Beard, Top_Hat, Laser_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #961,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/961,060a96cdbfffc318e2ef085f735fd3a5b6af160e,961,1635280119209,alwoenie,Male Humanoid,"Chinstrap, Purple_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #916,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/916,5c3549518ca284caf2567775ef4ece2b0efc1b34,916,1635280986080,alwoenie,Female Humanoid,"Purple_Lipstick, Earring, Orange_Side",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1455,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1455,501249f1ca5b1029690993de375089ce02b33c46,1455,1635280752010,alwoenie,Male Humanoid,"Goat, Bald, Big_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #980,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/980,135a3c291d34ca5ac38d792ca1288b602c3baf9e,980,1635280147029,alwoenie,Male Humanoid,"Horseshoe, Snapback, Safety_Goggles",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1458,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1458,0c4630e24ef664693b1d34fb3a997ad8ab259989,1458,1635280142903,alwoenie,Male Humanoid,"Front_Beard_Dark, Brown_Fedora, Clown_Nose",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1633,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1633,2fcc1d865be00b81bbbdb4cf3103419be02751ea,1633,1635280832628,alwoenie,Male Humanoid,"Fu_Manchu, Bandana",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1465,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1465,c15de34fb993a0d0fda36bdfbe851987465d6341,1465,1635281177805,alwoenie,Female Humanoid,"Purple_Eye_Shadow, Wild_Blonde",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1502,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1502,b225e131e8ca40f41b0dfc5e3554a266e6969e0d,1502,1635280438871,alwoenie,Male Humanoid,"Mole, Hoodie",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #975,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/975,2140d130344a4520d168f785bbf522fd19ff40e0,975,1635279925368,alwoenie,Male Humanoid,"Goat, Fishermans_Hat",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #974,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/974,55f022375cdbae714e5879e5a9d8a04d32b25dad,974,1635281097579,alwoenie,Female Humanoid,"Purple_Eye_Shadow, Earring, Red_Beret, Cigar",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #972,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/972,ff91de6217a79ad800acc2a87c94cf50b4ceeb5f,972,1635280314490,alwoenie,Male Humanoid,"Chinstrap, Folded_Bandana",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #928,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/928,0b91e948c35257edbf80deab763a976b3de93b69,928,1635280679713,alwoenie,Male Humanoid,"Horseshoe_Dark, Messy_Hair, Small_Shades, Face_Mask",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #984,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/984,b32355cc4236919cb7c302f24e212cbb15e50d9f,984,1635280956991,alwoenie,Female Humanoid,"Rosy_Cheeks, Pilot_Helmet, Classic_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1531,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1531,f5451a7657114e32ed65c13b2a066f5973256096,1531,1635280212380,alwoenie,Male Humanoid,"Silver_Chain, Amish_Beard, Knitted_Cap, Classic_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1529,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1529,2b43a00f56566c5855ae6c17508c4de3b66960b5,1529,1635280515536,alwoenie,Male Humanoid,"Mole, Front_Beard, Bandana",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #941,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/941,10b0b637a089ed0633997c3a069ba4da85a0e836,941,1635280300954,alwoenie,Male Humanoid,"Silver_Chain, Clown_Hair_Green",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1538,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1538,6bea59f16a099d347eb0740d41662fd4e1ed6169,1538,1635281382598,alwoenie,Metal_Humanoid,"Bald, Big_Shades, Medical_Mask",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #987,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/987,85089ad207c4110fbd522be59fb40ee0cfa0dd53,987,1635280729319,alwoenie,Male Humanoid,"Goat, Sombrero",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #953,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/953,0123936b3a76c4cdc4525f36d07ecf51f22d45ce,953,1635280427625,alwoenie,Male Humanoid,"Trenchcoat, Normal_Beard, Folded_Bandana",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1640,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1640,503b809b7123013024642e1fe9f98d2d53b532bb,1640,1635280956630,alwoenie,Female Humanoid,"Green_Eye_Shadow, Earring, Wild_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1503,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1503,3610c696184f774ad0bc835ad4a3e2d25caa2c04,1503,1635280395595,alwoenie,Male Humanoid,"Knitted_Cap, Laser_Shades, Clown_Nose",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1645,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1645,c426ba0bfde8f341bce4b1df764d223407f239b2,1645,1635280485996,alwoenie,Male Humanoid,"Horseshoe_Dark, Bald, Cigar",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1637,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1637,a47f89190429fa9a46d741a878aa9f9971bda016,1637,1635280499890,alwoenie,Male Humanoid,"Shaved_Head, Pipe",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1641,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1641,a7e8453f9ba880d6f4021546ed29901142cbe2f8,1641,1635280669048,alwoenie,Male Humanoid,"Mole, Folded_Bandana, 3D_Glasses",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1591,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1591,62d5f709b611ecbefd236b3c99e59f27ba6d8014,1591,1635281389120,alwoenie,Metal_Humanoid,"Cap_Forward, Laser_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1576,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1576,e8359b5de0c9f44f9eb12e1632830c9516da1a47,1576,1635280428699,alwoenie,Male Humanoid,"Trenchcoat, Mohawk_Dark, Safety_Goggles",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1646,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1646,2dc4144f3c05b0947788ef10acf6c23c244767b9,1646,1635280920136,alwoenie,Female Humanoid,Wild_Blonde,Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1647,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1647,50ca9a3ea16a0e63d8bfa37887a439ec74acee29,1647,1635280592083,alwoenie,Male Humanoid,"Mustache, Captains_Cap, Laser_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #976,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/976,96a5af6871263f79eabe248e079ed8534fea2818,976,1635281283207,alwoenie,Female Humanoid,"Purple_Lipstick, Straight_Hair, Clown_Eye_Green",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1657,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1657,d9227e35dc6d1a0d764869eaae103fbeddb6dc79,1657,1635280144947,alwoenie,Male Humanoid,"Sombrero, Clown_Eye_Blue",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1595,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1595,dcd8c4495a936209b74e1693e4aac6209888363a,1595,1635280082973,alwoenie,Male Humanoid,"Handlebars, Clown_Hair_Green",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1622,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1622,64bf931dd39e7387b22b3ac713dd60e29c2eba64,1622,1635280175769,alwoenie,Male Humanoid,"Frown, Normal_Beard, Clown_Hair_Green",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #962,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/962,6dbe51558d3365d6edc9af6b061e6abbe7033aa7,962,1635280274496,alwoenie,Male Humanoid,"Clown_Hair_Green, Medical_Mask",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1668,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1668,85d838de4b091566398ada5749dfa97dad3fd0e2,1668,1635280012454,alwoenie,Male Humanoid,"Mustache, Captains_Cap",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1667,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1667,e9ea415f19da4316889b6f391ada01f0259d7734,1667,1635280466855,alwoenie,Male Humanoid,"Fishermans_Hat, Big_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1669,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1669,c0ef694e70a42644741199966af3a1589be50558,1669,1635280445093,alwoenie,Male Humanoid,"Frown, Gold_Chain, Sombrero",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1626,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1626,b4e44a92ed8ce021141c9b197bbaf6a7e0315daf,1626,1635280249733,alwoenie,Male Humanoid,"Normal_Beard_Black, Captains_Cap, Medical_Mask",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1678,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1678,c8c9769b44339722f11e526966272e1d6c484976,1678,1635280787080,alwoenie,Male Humanoid,"White_Fedora, Clown_Eye_Blue",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1679,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1679,8ece9c3fc27da2ef5e2815141f73d0c8b66476ff,1679,1635280182241,alwoenie,Male Humanoid,"Trenchcoat, Crazy_Hair, Face_Mask",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1627,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1627,3f37b424cf19026c8edc37b757d50172a0b98bca,1627,1635280834462,alwoenie,Male Humanoid,"Shadow_Beard, Mohawk_Dark",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1683,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1683,ca0541be338d4d9963b333defb2dd300ee4e3ba0,1683,1635280957997,alwoenie,Female Humanoid,"Purple_Eye_Shadow, Cap",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1682,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1682,e53717eec1964896679d0d88d1b04bae0bc0a39f,1682,1635280963177,alwoenie,Female Humanoid,"Earring, Crazy_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #992,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/992,fa0c37baf745aa52309ed2fac998e7189e97eda9,992,1635281190753,alwoenie,Female Humanoid,"Purple_Eye_Shadow, Headband, Cigar",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #963,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/963,cd3643fe9c26c0ee220d38afb97fe3a6e4ecdbfd,963,1635280881806,alwoenie,Female Humanoid,"Rosy_Cheeks, Silver_Chain, Red_Beret",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1634,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1634,661ba52fa7fbbc23fbfb1806a9d1d79b3dc41544,1634,1635281208280,alwoenie,Female Humanoid,"Blue_Eye_Shadow, Messy_Hair, Laser_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #969,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/969,6a006226b3639e05da785285376fb3a242c0268b,969,1635281014559,alwoenie,Female Humanoid,"Rosy_Cheeks, Choker, Earring, Amish_Hat",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1686,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1686,99ab38b811feac3e0f734010b9174a1d2701b8d8,1686,1635280617276,alwoenie,Male Humanoid,"Fu_Manchu, Fishermans_Hat",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #994,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/994,02922ef8476e04b7ef6a4ca35f4a3deaeafab38d,994,1635281146200,alwoenie,Female Humanoid,"Mole, Choker, Earring, Mohawk_Brown, 3D_Glasses",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #993,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/993,81bf42e787bd49b81d52487ff25b9261642aa758,993,1635281258575,alwoenie,Female Humanoid,Half_Shaved,Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1685,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1685,57a15a854f744cb8531a5f3dfd9d9354e8513cd2,1685,1635281102916,alwoenie,Female Humanoid,"Rosy_Cheeks, Earring, Knitted_Cap, VR",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1714,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1714,6b7772d73c50b57700c47ea1fb45d02cfcc42b05,1714,1635281243217,alwoenie,Female Humanoid,"Purple_Lipstick, Gold_Chain, Earring, Straight_Hair_Blonde, Laser_Shades, Cigar",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1720,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1720,15bede7fd9a788bb4d3574d5450ea87b318fc205,1720,1635280849526,alwoenie,Male Humanoid,"Shadow_Beard, Messy_Hair, Classic_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1688,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1688,3554fcabdb8128ed491eb3d33369638d8abf30e9,1688,1635280402472,alwoenie,Male Humanoid,"Flat_Cap, Nerd_Glasses",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #998,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/998,843a099684ea582447c8139be837b01edc65b8b2,998,1635280990068,alwoenie,Female Humanoid,"Blue_Eye_Shadow, Blonde_Short, Vape",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1721,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1721,3f66830aa063ec00d0151ace573fc881f3126b80,1721,1635280605610,alwoenie,Male Humanoid,"Muttonchops, Fedora",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #997,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/997,a1aded014de8f0f22f0b6a89ae4dee60f3a5c065,997,1635280249015,alwoenie,Male Humanoid,"Amish_Beard, Beanie",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1003,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1003,0dda28f883f6a6c996da6cda925af44473eb5b3f,1003,1635281187662,alwoenie,Female Humanoid,"Mole, Army_Helmet",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1711,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1711,71ac378adbf683e828372c7f23456eece170aa70,1711,1635281027832,alwoenie,Female Humanoid,"Purple_Eye_Shadow, Stringy_Hair, Eye_Patch",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1002,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1002,8272d6e95843f35553d8eb1c36c6af59b197a914,1002,1635281347718,alwoenie,Female Humanoid,"Rosy_Cheeks, Army_Helmet",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1004,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1004,7dd6f4a39eb1d72f3f22c82025333b07d7321247,1004,1635280340157,alwoenie,Male Humanoid,"Front_Beard_Dark, Bald",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1018,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1018,7900fdd3f577fb286ef198069e9132f27425304f,1018,1635280655391,alwoenie,Male Humanoid,"Front_Beard_Dark, Crazy_Hair, Cigar",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1013,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1013,cf17cdda378d71f2b4fa247a9e988c6aed52d063,1013,1635280747410,alwoenie,Male Humanoid,"Muttonchops, Headband",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1722,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1722,faee49b41b1351c59ba5f3d6afba260233cd4681,1722,1635280977231,alwoenie,Female Humanoid,"Purple_Eye_Shadow, Tiara",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1009,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1009,1f34564e0b192a23ebbacfd2096d79dca184a70c,1009,1635280085501,alwoenie,Male Humanoid,"Frown, Sombrero",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1020,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1020,20dbd841c2365bfd14b5f3dfda5f25f701bf2b4f,1020,1635279978410,alwoenie,Male Humanoid,"Goat, Bald",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1019,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1019,1c9cda9f4b82ac0e30490e7e5c4b5833a869a704,1019,1635281119289,alwoenie,Female Humanoid,"Black_Lipstick, Gold_Chain, Earring, Wild_Hair, Vape",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1023,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1023,36bb37a15932ea0e7f478162823eb197dfc30238,1023,1635281230639,alwoenie,Female Humanoid,"Purple_Lipstick, Earring, Clown_Hair_Green, Vape",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1729,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1729,ae6a00152e6b2d0db1f315bdc35ac9e957a6dca0,1729,1635280899436,alwoenie,Female Humanoid,"Purple_Eye_Shadow, Earring, Tassle_Hat, Eye_Patch, Vape",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1015,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1015,4a51056a9f05d7cdeabd806f171062b500e50fb4,1015,1635280700718,alwoenie,Male Humanoid,"Rosy_Cheeks, Beanie",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1735,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1735,220e67394f7e497112f134a212c07d19913e578f,1735,1635280261240,alwoenie,Male Humanoid,"Silver_Chain, Horseshoe_Dark, Police_Cap",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1769,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1769,43e57c902da3766d2c7a5eb9b6dfd44799db6fc4,1769,1635279945574,alwoenie,Male Humanoid,"Mustache, Hoodie",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1024,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1024,0da7e35685b835958e41e1a03f40c6833e09a369,1024,1635280058148,alwoenie,Male Humanoid,"Mole, Do_Rag, Big_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1724,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1724,9814c0254a457b0f79756108f6749df4e55aa6b5,1724,1635280344436,alwoenie,Male Humanoid,"Horseshoe_Dark, Peak_Spike, 3D_Glasses",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1012,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1012,501a75f1f4d6228ca7739e9fd57f9fc70ff19598,1012,1635281072913,alwoenie,Female Humanoid,"Mole, Tiara, Classic_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1727,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1727,b9b487523c66da7097fc68307af218e775284caf,1727,1635280116497,alwoenie,Male Humanoid,Cowboy_Hat,Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1007,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1007,c1b79b5df77b24ff8d680ca21382b648fe4b31c4,1007,1635281272605,alwoenie,Female Humanoid,"Blue_Eye_Shadow, Crazy_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1026,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1026,73c187abbfc025f12b9e204e3568702129d2f3d1,1026,1635280320397,alwoenie,Male Humanoid,"Amish_Beard, Bald",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1022,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1022,30243569ae0e282c595d69e675d148715f73b8f1,1022,1635280463409,alwoenie,Male Humanoid,"Front_Beard_Dark, Messy_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1739,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1739,fcae17405224c4b3082e137fddd6b89aa0a6c3ea,1739,1635279976358,alwoenie,Male Humanoid,"Do_Rag, Horned_Rim_Glasses",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #1747,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/1747,37410e35c7c7374fc73a8bea441c9eadff2e9c36,1747,1635280159870,alwoenie,Male Humanoid,"Gold_Chain, Frumpy_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
